source	cite	column	line	tier	corpus_lines
page-090-R:32	Φη2. 245a14	245a	14	seam	
page-090-R:42	394. 1543b15	1543b	15	no-corpus	
page-090-R:42	396. 1544a1	1544a	1	no-corpus	
page-090-R:46	πα55. 866a21	866a	21	no-corpus	
page-090-R:48	πλα9. 958b7	958b	7	no-corpus	
page-090-R:49	πλα9. 958b6	958b	6	no-corpus	
page-090-R:51	215. 1517b27	1517b	27	no-corpus	
page-091-L:3	ρ16. 1431b27	1431b	27	no-corpus	
page-091-L:14	κ1. 1059a24	1059a	24	seam	
page-091-L:27	Μκ1. 1059a32	1059a	32	seam	
page-091-L:30	152. 1503b39	1503b	39	no-corpus	
page-091-R:51	400. 1544b23	1544b	23	no-corpus	
page-091-R:55	400. 1544b33	1544b	33	no-corpus	
page-091-R:58	Μα3. 995a13	995a	13	seam	
page-091-R:61	ρ5. 1427a25	1427a	25	no-corpus	
page-092-L:1	πιζ3. 916a30	916a	30	no-corpus	
page-092-L:2	ρ39. 1446b6	1446b	6	no-corpus	
page-092-L:5	πιζ3. 916a36	916a	36	no-corpus	
page-092-L:8	Μα3. 995a13	995a	13	seam	
page-092-L:11	Ζικ3. 635b6	635b	6	no-corpus	
page-092-L:13	πα13. 860b31	860b	31	no-corpus	
page-092-L:15	ρ14. 1431a18	1431a	18	no-corpus	
page-092-L:16	500. 1559b18	1559b	18	no-corpus	
page-092-L:18	192. 1512b5	1512b	5	no-corpus	
page-092-L:19	97. 1493b27	1493b	27	no-corpus	
page-092-L:27	443. 1550b39	1550b	39	no-corpus	
page-092-L:30	ρ37. 1445 a1	1445a	1	no-corpus	
page-092-L:33	16. 1163b20	1163b	20	seam	
page-092-L:35	πο15. 1454b10	1454b	10	seam	
page-092-L:36	ρ26. 1435a39	1435a	39	no-corpus	
page-092-L:44	Ζμγ7. 670b27	670b	27	seam	
page-092-L:46	πια27. 902a18	902a	18	no-corpus	
page-092-L:47	Ηβ1. 1103a27	1103a	27	seam	
page-092-L:49	πιθ7. 918a17	918a	17	no-corpus	
page-092-L:60	κ1. 1059 a27	1059a	27	seam	
page-092-R:5	ρ39. 1445b25	1445b	25	no-corpus	
page-092-R:18	πο15. 1454b10	1454b	10	seam	
page-092-R:31	πο15. 1454b5	1454b	5	seam	
page-092-R:32	τε1. 128b28	128b	28	seam	
page-092-R:48	ρ39. 1446a7	1446a	7	no-corpus	
page-092-R:48	31. 1438 a26	1438a	26	no-corpus	
page-092-R:54	πκθ2. 950a37	950a	37	no-corpus	
page-093-L:9	166. 1505b39	1505b	39	no-corpus	
page-093-L:18	πα25. 862a35	862a	35	no-corpus	
page-093-L:18	26. 862b8	862b	8	no-corpus	
page-093-L:20	ημα20. 1191a35	1191a	35	no-corpus	
page-093-L:21	πλη8. 967b5	967b	5	no-corpus	
page-093-L:27	66. 1486b40	1486b	40	no-corpus	
page-093-L:27	560. 1570 b2	1570b	2	no-corpus	
page-093-L:34	588. 1573b45	1573b	45	no-corpus	
page-093-L:37	πλα9. 958b5	958b	5	no-corpus	
page-093-L:38	πδ30. 880a32	880a	32	no-corpus	
page-093-L:46	Ζμδ2. 677a29	677a	29	seam	
page-093-L:48	πδ13. 878a7	878a	7	no-corpus	
page-093-L:54	3. 940b10	940b	10	no-corpus	
page-093-L:59	πη9. 888a17	888a	17	no-corpus	
page-093-R:2	πθ2. 889b25	889b	25	no-corpus	
page-093-R:3	ημβ7. 1204b37	1204b	37	no-corpus	
page-093-R:4	πθ4. 889b37	889b	37	no-corpus	
page-093-R:5	φτα6. 821a12	821a	12	no-corpus	
page-093-R:7	πκα12. 928a20	928a	20	no-corpus	
page-093-R:8	πγ26. 874b37	874b	37	no-corpus	
page-093-R:9	πκγ34. 935a25	935a	25	no-corpus	
page-093-R:10	Ηβ9. 1109b18	1109b	18	seam	
page-093-R:15	πκγ6. 932a35	932a	35	no-corpus	
page-093-R:18	ημβ7. 1204b36	1204b	36	no-corpus	
page-093-R:19	1205a4	1205a	4	no-corpus	
page-093-R:19	πη9. 888a17	888a	17	no-corpus	
page-093-R:24	609. 1580b38	1580b	38	no-corpus	
page-093-R:26	215. 1517b25	1517b	25	no-corpus	
page-093-R:28	ρ1. 1421a34	1421a	34	no-corpus	
page-093-R:29	154. 1504a10	1504a	10	no-corpus	
page-093-R:30	151. 1503b31	1503b	31	no-corpus	
page-093-R:32	πια49. 904b18	904b	18	no-corpus	
page-093-R:44	346. 1536a37	1536a	37	no-corpus	
page-093-R:59	πκζ6. 948b4	948b	4	no-corpus	
page-094-L:17	πε29. 883b35	883b	35	no-corpus	
page-094-L:24	Ζμδ2. 677a20	677a	20	seam	
page-094-L:34	πβ34. 870a14	870a	14	no-corpus	
page-094-R:3	πδ13. 878a23	878a	23	no-corpus	
page-094-R:13	πα50. 865a33	865a	33	no-corpus	
page-094-R:26	Ζγδ1. 756a36	756a	36	tail	1-34
page-094-R:32	πδ13. 878a23	878a	23	no-corpus	
page-094-R:34	ρ37. 1444b10	1444b	10	no-corpus	
page-094-R:41	Οβ13. 294a2	294a	2	seam	
page-094-R:43	πκθ11. 951a11	951a	11	no-corpus	
page-094-R:48	66. 1487a4	1487a	4	no-corpus	
page-094-R:52	πβ24. 868b27	868b	27	no-corpus	
page-094-R:53	ια44. 904a17	904a	17	no-corpus	
page-094-R:53	κε1. 937b37	937b	37	no-corpus	
page-094-R:54	πα51. 865b6	865b	6	no-corpus	
page-094-R:58	ρ2. 1421b15	1421b	15	no-corpus	
page-095-L:10	πιθ1. 917b19	917b	19	no-corpus	
page-095-L:18	πκη7. 950a1	950a	1	no-corpus	
page-095-L:34	μα14. 353a22	353a	22	seam	
page-095-L:40	Ογ8. 307b9	307b	9	seam	
page-095-L:43	Φη2. 243a27	243a	27	seam	
page-095-L:45	156. 1504a37	1504a	37	no-corpus	
page-095-L:49	ημα35. 1198a5	1198a	5	no-corpus	
page-095-L:56	ημβ11. 1209b23	1209b	23	no-corpus	
page-095-R:3	Ζικ7. 638b25	638b	25	no-corpus	
page-095-R:8	273. 1527b2	1527b	2	no-corpus	
page-095-R:10	πκδ11. 937a17	937a	17	no-corpus	
page-095-R:10	πκδ11. 937a14	937a	14	no-corpus	
page-095-R:11	φτβ9. 829a23	829a	23	no-corpus	
page-095-R:13	140. 1502a3	1502a	3	no-corpus	
page-095-R:17	πλβ11. 961a27	961a	27	no-corpus	
page-095-R:20	579. 1573a26	1573a	26	no-corpus	
page-095-R:21	604. 1579b44	1579b	44	no-corpus	
page-095-R:27	59. 1485b12	1485b	12	no-corpus	
page-095-R:27	343. 1535b37	1535b	37	no-corpus	
page-095-R:28	374. 1540a41	1540a	41	no-corpus	
page-095-R:28	375. 1540b19	1540b	19	no-corpus	
page-095-R:29	492. 1558a31	1558a	31	no-corpus	
page-095-R:30	447. 1551b14	1551b	14	no-corpus	
page-095-R:31	552. 1569b10	1569b	10	no-corpus	
page-095-R:38	238. 1521b17	1521b	17	no-corpus	
page-095-R:42	ρ37. 1441 b34	1441b	34	no-corpus	
page-095-R:44	ρ2. 1421 b10	1421b	10	no-corpus	
page-095-R:45	ρ5. 1426b27	1426b	27	no-corpus	
page-095-R:48	ρ30. 1437 b39	1437b	39	no-corpus	
page-095-R:50	ρ37. 1444b31	1444b	31	no-corpus	
page-095-R:51	ρ21. 1433b38	1433b	38	no-corpus	
page-095-R:51	1434a2	1434a	2	no-corpus	
page-096-L:1	πβ3. 866b25	866b	25	no-corpus	
page-096-L:5	πν4. 483a13	483a	13	no-corpus	
page-096-L:21	6, 497b22	497b	22	seam	
page-096-L:22	24, 661a10	661a	10	seam	
page-096-L:23	300. 1529b26	1529b	26	no-corpus	
page-096-L:24	πια27. 902a15	902a	15	no-corpus	
page-096-L:34	πια27. 902a22	902a	22	no-corpus	
page-096-L:36	φτα1. 816a33	816a	33	no-corpus	
page-096-L:37	φτβ6. 826b5	826b	5	no-corpus	
page-096-L:39	πκγ11. 932b34	932b	34	no-corpus	
page-096-L:41	πια6. 899b1	899b	1	no-corpus	
page-096-L:45	334. 1534a21	1534a	21	no-corpus	
page-096-L:48	πβ41. 870b23	870b	23	no-corpus	
page-096-L:49	φτα7. 821b14	821b	14	no-corpus	
page-096-L:50	β2. 823b37	823b	37	no-corpus	
page-096-L:50	824a39	824a	39	no-corpus	
page-096-L:50	10. 829b2	829b	2	no-corpus	
page-096-L:51	ρ1. 1420b16	1420b	16	no-corpus	
page-096-L:58	πι54. 897a31	897a	31	no-corpus	
page-096-L:59	πγ29. 875b7	875b	7	no-corpus	
page-096-L:59	32. 875b37	875b	37	no-corpus	
page-096-R:17	Ζμγ5. 668b18	668b	18	seam	
page-096-R:19	πκ21. 925a25	925a	25	no-corpus	
page-096-R:20	πγ17. 873b4	873b	4	no-corpus	
page-096-R:21	πθ14. 891a3	891a	3	no-corpus	
page-096-R:28	Ηβ9. 1109b11	1109b	11	seam	
page-096-R:31	270. 1527a6	1527a	6	no-corpus	
page-096-R:34	13. 915b26	915b	26	no-corpus	
page-096-R:36	πθ3. 889b28	889b	28	no-corpus	
page-096-R:37	κ3. 636a23	636a	23	no-corpus	
page-096-R:38	πλα21. 959b11	959b	11	no-corpus	
page-096-R:39	πκ31. 926a39	926a	39	no-corpus	
page-096-R:46	πλ1. 954b30	954b	30	no-corpus	
page-096-R:46	γ26. 874b29	874b	29	no-corpus	
page-096-R:47	πια54. 905a17	905a	17	no-corpus	
page-096-R:47	60. 905b36	905b	36	no-corpus	
page-096-R:48	πα9. 860a33	860a	33	no-corpus	
page-096-R:48	γ29. 875b7	875b	7	no-corpus	
page-096-R:48	32. 875b37	875b	37	no-corpus	
page-096-R:48	ζ8. 887a24	887a	24	no-corpus	
page-096-R:49	λ1. 954a23	954a	23	no-corpus	
page-096-R:52	πια7. 899b24	899b	24	no-corpus	
page-096-R:53	πο15. 1454b2	1454b	2	seam	
page-096-R:54	140. 1501b43	1501b	43	no-corpus	
page-096-R:59	8. 366a35	366a	35	tail	1-33
page-097-L:1	πκα5. 927b3	927b	3	no-corpus	
page-097-L:1	πκγ16. 933a27	933a	27	no-corpus	
page-097-L:2	30. 943b4	943b	4	no-corpus	
page-097-L:2	πκδ10. 937a7	937a	7	no-corpus	
page-097-L:8	30. 943b12	943b	12	no-corpus	
page-097-L:9	πα30. 863a7	863a	7	no-corpus	
page-097-L:18	ρ3. 1425 b17	1425b	17	no-corpus	
page-097-L:31	Μβ1. 995 a29	995a	29	seam	
page-097-L:33	ημβ6. 1200b21	1200b	21	no-corpus	
page-097-L:47	ρ1. 1421a2	1421a	2	no-corpus	
page-097-L:48	11. 915a39	915a	39	no-corpus	
page-097-L:52	1. 208a34	208a	34	seam	
page-097-L:60	Κ14. 15a18	15a	18	seam	
page-097-R:2	Φδ1. 208a33	208a	33	seam	
page-097-R:12	ημβ6. 1201b1	1201b	1	no-corpus	
page-097-R:26	Ζμδ2. 677a7	677a	7	seam	
page-097-R:28	Ζμδ2. 677a11	677a	11	seam	
page-097-R:35	πκ31. 926a35	926a	35	no-corpus	
page-097-R:39	πια12. 900a16	900a	16	no-corpus	
page-097-R:40	εται 22. 901a35	901a	35	no-corpus	
page-097-R:40	46. 904b1	904b	1	no-corpus	
page-097-R:40	ιθ3. 917b30	917b	30	no-corpus	
page-097-R:44	612. 1581a42	1581a	42	no-corpus	
page-097-R:45	πα29. 862b37	862b	37	no-corpus	
page-097-R:46	58. 947a20	947a	20	no-corpus	
page-097-R:49	πιγ5. 908a21	908a	21	no-corpus	
page-097-R:49	πβ22. 868a35	868a	35	no-corpus	
page-097-R:49	λ1. 955 a28	955a	28	no-corpus	
page-097-R:50	λζ1. 965b20	965b	20	no-corpus	
page-097-R:50	φτα1. 815a19	815a	19	no-corpus	
page-097-R:51	β9. 828b11	828b	11	no-corpus	
page-097-R:55	πκα24. 929b29	929b	29	no-corpus	
page-097-R:56	λη10. 967b22	967b	22	no-corpus	
page-097-R:58	πκγ20. 933b21	933b	21	no-corpus	
page-098-L:2	πα52. 865b30	865b	30	no-corpus	
page-098-L:2	ε34. 884a38	884a	38	no-corpus	
page-098-L:2	λζ3. 966a26	966a	26	no-corpus	
page-098-L:15	πο4. 1449a20	1449a	20	seam	
page-098-L:17	πλ1. 954b30	954b	30	no-corpus	
page-098-L:27	πδ8. 877a38	877a	38	no-corpus	
page-098-L:31	387. 1542b11	1542b	11	no-corpus	
page-098-L:31	388. 1542b17	1542b	17	no-corpus	
page-098-L:31	401. 1545a14	1545a	14	no-corpus	
page-098-L:47	πκ14. 924a37	924a	37	no-corpus	
page-098-L:51	πκ13. 924a26	924a	26	no-corpus	
page-098-L:51	κε18. 939b17	939b	17	no-corpus	
page-098-L:52	πλε4. 965a6	965a	6	no-corpus	
page-098-L:52	η10. 888a27	888a	27	no-corpus	
page-098-L:53	πκε21. 939b39	939b	39	no-corpus	
page-098-L:55	443. 1550b40	1550b	40	no-corpus	
page-098-R:4	Οβ13. 294a4	294a	4	seam	
page-098-R:9	3. 885b31	885b	31	no-corpus	
page-098-R:13	πκγ13. 933a11	933a	11	no-corpus	
page-098-R:14	πε19. 882b30	882b	30	no-corpus	
page-098-R:17	πβ12. 867b4	867b	4	no-corpus	
page-098-R:22	πη10. 888a28	888a	28	no-corpus	
page-098-R:23	ρ37. 1442b6	1442b	6	no-corpus	
page-098-R:24	ημα14. 1188 b6	1188b	6	no-corpus	
page-098-R:26	φτα1. 815b22	815b	22	no-corpus	
page-098-R:26	ξ2. 977a6	977a	6	seam	
page-098-R:30	πα33. 863a18	863a	18	no-corpus	
page-098-R:32	248. 1523b23	1523b	23	no-corpus	
page-098-R:33	πκδ9. 936b36	936b	36	no-corpus	
page-098-R:41	πιε6. 911b14	911b	14	no-corpus	
page-098-R:61	πγ20. 874a17	874a	17	no-corpus	
page-099-L:3	πγ20. 874a14	874a	14	no-corpus	
page-099-L:6	πλα17.959a17	959a	17	no-corpus	
page-099-L:14	πλ5. 955b31	955b	31	no-corpus	
page-099-L:35	Μγ1. 1003a24	1003a	24	seam	
page-099-L:41	385. 1542a22	1542a	22	no-corpus	
page-099-L:54	Πβ12. 1274b20	1274b	20	seam	
page-099-L:55	πκθ14. 952a20	952a	20	no-corpus	
page-099-L:56	374. 1540b2	1540b	2	no-corpus	
page-099-R:1	13. 294a4	294a	4	seam	
page-099-R:8	Ρβ18. 1391b33	1391b	33	tail	1-32
page-099-R:9	φτα 1. 815b18	815b	18	no-corpus	
page-099-R:10	2. 1421b9	1421b	9	no-corpus	
page-099-R:14	ρ2. 1421b21	1421b	21	no-corpus	
page-099-R:18	291. 1528b36	1528b	36	no-corpus	
page-099-R:24	ρ31. 1438a10	1438a	10	no-corpus	
page-099-R:25	ρ5. 1427a17	1427a	17	no-corpus	
page-099-R:25	ημβ7. 1205 a35	1205a	35	no-corpus	
page-099-R:34	πδ26. 879b7	879b	7	no-corpus	
page-099-R:48	Ζμδ1. 676a24	676a	24	seam	
page-100-L:10	Ζμγ6. 669b7	669b	7	seam	
page-100-L:29	ρ32. 1438b19	1438b	19	no-corpus	
page-100-L:29	35. 1439b29	1439b	29	no-corpus	
page-100-L:29	1440a11	1440a	11	no-corpus	
page-100-L:29	36. 1440b12	1440b	12	no-corpus	
page-100-L:30	37. 1442b31	1442b	31	no-corpus	
page-100-L:30	1445a13	1445a	13	no-corpus	
page-100-L:30	38.1445b15	1445b	15	no-corpus	
page-100-L:31	ρ1426a21	1426a	21	no-corpus	
page-100-L:31	35. 1440a25	1440a	25	no-corpus	
page-100-L:35	ε7. 17b2	17b	2	seam	
page-100-L:36	Πα13. 1260b23	1260b	23	seam	
page-100-L:37	δ1. 1288b35	1288b	35	seam	
page-100-L:53	ε7. 17b39	17b	39	seam	
page-100-R:2	ε7. 17 b5	17b	5	seam	
page-100-R:12	Κ10. 12 b8	12b	8	seam	
page-100-R:19	ε7. 17b38	17b	38	seam	
page-100-R:23	ρ16. 1432a6	1432a	6	no-corpus	
page-100-R:34	φτα1. 816a4	816a	4	no-corpus	
page-100-R:44	πβ34. 870a10	870a	10	no-corpus	
page-100-R:45	πβ24. 868b21	868b	21	no-corpus	
page-100-R:50	25, 509a17	509a	17	seam	
page-101-L:5	31. 943b31	943b	31	no-corpus	
page-101-L:6	394. 1543 b13	1543b	13	no-corpus	
page-101-L:7	395. 1543b35	1543b	35	no-corpus	
page-101-L:8	374. 1540b9	1540b	9	no-corpus	
page-101-L:9	πβ14. 867b13	867b	13	no-corpus	
page-101-L:15	Ργ1. 1403b16	1403b	16	seam	
page-101-L:23	πγ17. 873b4	873b	4	no-corpus	
page-101-L:29	φτβ6. 826b1	826b	1	no-corpus	
page-101-L:30	φτα1. 816a36	816a	36	no-corpus	
page-101-L:32	πα18. 861a36	861a	36	no-corpus	
page-101-L:33	πκθ14. 952b24	952b	24	no-corpus	
page-101-L:35	φτβ6. 826b2	826b	2	no-corpus	
page-101-L:36	Ζικ5. 637a13	637a	13	no-corpus	
page-101-L:42	πκθ13. 951b1	951b	1	no-corpus	
page-101-L:43	378. 1541a5	1541a	5	no-corpus	
page-101-L:47	πι44. 895b17	895b	17	no-corpus	
page-101-L:47	λγ15. 963a15	963a	15	no-corpus	
page-101-L:48	πκζ9. 948b26	948b	26	no-corpus	
page-101-L:50	πη17. 888b29	888b	29	no-corpus	
page-101-L:51	κγ18. 933b13	933b	13	no-corpus	
page-101-L:51	17. 942a21	942a	21	no-corpus	
page-101-L:51	λ1. 953b1	953b	1	no-corpus	
page-101-L:59	ηεβ11. 1228a6	1228a	6	seam	
page-101-L:60	πιθ48. 922b26	922b	26	no-corpus	
page-101-R:3	175. 1507b11	1507b	11	no-corpus	
page-101-R:10	ημβ6. 1203a30	1203a	30	no-corpus	
page-101-R:13	387. 1542b11	1542b	11	no-corpus	
page-101-R:25	Φζ1. 231a22	231a	22	seam	
page-101-R:26	1069 a10	1069a	10	seam	
page-101-R:29	Μβ5. 1003a34	1003a	34	seam	
page-101-R:35	πιε5. 911a27	911a	27	no-corpus	
page-101-R:37	Φη1. 242b25	242b	25	seam	
page-101-R:42	πγ9. 872a19	872a	19	no-corpus	
page-101-R:42	20. 874 a6	874a	6	no-corpus	
page-101-R:48	πδ29. 880 a28	880a	28	no-corpus	
page-101-R:58	ημα1. 1182 a23	1182a	23	no-corpus	
page-102-L:29	250. 1524b25	1524b	25	no-corpus	
page-102-L:29	πκ24. 925 b23	925b	23	no-corpus	
page-102-L:32	248. 1523b35	1523b	35	no-corpus	
page-102-L:33	πκα22. 929b11	929b	11	no-corpus	
page-102-L:35	πκε1. 937b4	937b	4	no-corpus	
page-102-L:40	13. 915b32	915b	32	no-corpus	
page-102-L:43	ρ37. 1442b22	1442b	22	no-corpus	
page-102-L:52	πιζ3. 916a26	916a	26	no-corpus	
page-102-L:52	πκθ14. 952b26	952b	26	no-corpus	
page-102-L:55	Φη2. 243a19	243a	19	seam	
page-102-L:55	Φη2. 243b15	243b	15	seam	
page-102-L:56	4. 913b16	913b	16	no-corpus	
page-102-R:7	ημα34. 1196a4	1196a	4	no-corpus	
page-102-R:12	πο4. 1449a7	1449a	7	seam	
page-102-R:13	πν2. 482a11	482a	11	no-corpus	
page-102-R:13	4. 483a18	483a	18	no-corpus	
page-102-R:15	πο4. 1449 a7	1449a	7	seam	
page-102-R:22	40. 1481a43	1481a	43	no-corpus	
page-102-R:24	πζ4. 886b7	886b	7	no-corpus	
page-102-R:32	Αδ1. 89b38	89b	38	seam	
page-102-R:45	ημα2. 1184a25	1184a	25	no-corpus	
page-102-R:45	17. 1189a5	1189a	5	no-corpus	
page-102-R:45	β6.1200b38	1200b	38	no-corpus	
page-102-R:45	8. 1207a6	1207a	6	no-corpus	
page-102-R:47	Φη4. 248a16	248a	16	seam	
page-102-R:48	πν2. 482a3	482a	3	no-corpus	
page-102-R:49	πν6. 484b7	484b	7	no-corpus	
page-102-R:49	9. 486a4	486a	4	tail	5-25
page-102-R:51	πιβ3. 906b19	906b	19	no-corpus	
page-102-R:52	πιγ4. 908a14	908a	14	no-corpus	
page-102-R:55	φτα3. 818a5	818a	5	no-corpus	
page-102-R:56	φτα4. 819b21	819b	21	no-corpus	
